,chance_of_playing_next_round,chance_of_playing_this_round,code_x,ep_next,ep_this,event_points,first_name,form,id,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,ict_index,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank,ict_index_rank_type,penalties_order,penalties_text,code_y,Club,fullname
182,,,209046,2.2,2.2,2,Callum,1.2,140,,,53,2.5,Hudson-Odoi,0.1,8,5,0.2,0.9,Hudson-Odoi,145,0,0,1,1,0,0,0,0,0,0,0,11.2,26.1,36.0,7.3,147,131,99,300,135,,,8,Chelsea,Callum Hudson-Odoi
183,,,219847,2.8,2.8,0,Kai,1.8,141,,,82,3.0,Havertz,4.3,8,18,0.2,2.2,Havertz,304,1,0,3,1,0,0,0,0,0,0,1,53.0,30.7,154.0,23.4,97,116,30,118,58,,,8,Chelsea,Kai Havertz
184,50.0,0.0,225796,0.6,0.0,0,Reece,0.2,142,Ankle injury - 50% chance of playing,2021-09-25T16:30:16.196626Z,55,5.2,James,5.0,8,21,0.0,3.8,James,188,1,2,1,1,0,0,0,0,1,0,3,85.4,71.7,67.0,22.4,63,25,21,125,36,,,8,Chelsea,Reece James
185,100.0,100.0,228286,4.2,4.2,2,Edouard,3.2,143,,2021-09-19T23:00:18.408901Z,60,5.0,Mendy,13.0,8,30,0.5,5.0,Mendy,540,0,0,3,3,0,0,0,1,0,19,2,155.4,0.0,0.0,15.4,11,68,68,203,12,,,8,Chelsea,Edouard Mendy
186,,,204727,1.0,1.0,0,Malang,0.0,501,,,49,0.0,Sarr,0.1,8,0,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,204,204,203,568,204,,,8,Chelsea,Malang Sarr
187,,,180736,5.2,5.2,11,Trevoh,4.2,527,,,48,8.0,Chalobah,2.1,8,32,0.9,6.7,Chalobah,273,2,0,2,1,0,0,0,0,0,0,5,127.8,10.3,44.0,18.2,28,96,41,170,51,,,8,Chelsea,Trevoh Chalobah
188,100.0,100.0,66749,5.8,5.8,2,Romelu,4.8,529,,2021-09-06T08:30:10.820442Z,117,4.8,Lukaku,37.2,8,29,0.4,2.5,Lukaku,540,3,0,3,3,0,0,0,0,0,0,5,148.6,119.7,285.0,55.4,6,7,3,18,6,,,8,Chelsea,Romelu Lukaku
189,0.0,0.0,109533,0.0,0.0,0,Emerson,0.0,539,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,45,1.0,Palmieri dos Santos,0.0,8,1,0.0,0.2,Emerson,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,2.0,0.2,189,141,114,401,138,,,8,Chelsea,Emerson Santos
190,,,89335,1.2,1.2,0,Saúl,0.2,592,,,53,1.0,Ñíguez,0.2,8,1,0.0,0.2,Saúl,45,0,0,0,0,0,0,0,0,0,0,0,1.4,2.9,0.0,0.4,179,167,234,394,182,,,8,Chelsea,Saúl Ñíguez
191,,,122074,1.0,1.0,0,Marcus,0.0,606,,,40,0.0,Bettinelli,0.0,8,0,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,19,15,426,38,,,8,Chelsea,Marcus Bettinelli
192,100.0,100.0,232787,3.5,4.0,2,Conor,4.0,144,,2021-08-04T10:30:07.874717Z,57,5.7,Gallagher,8.1,31,34,0.7,6.0,Gallagher,520,2,3,2,8,0,0,0,2,0,0,3,145.4,128.5,240.0,51.4,21,31,8,21,14,,,31,Crystal Palace,Conor Gallagher
193,,,40836,3.0,3.5,2,Vicente,3.5,146,,,45,3.7,Guaita,6.7,31,26,0.8,5.8,Guaita,630,0,0,2,11,0,0,0,0,0,22,2,168.4,0.0,0.0,16.9,5,44,40,180,6,,,31,Crystal Palace,Vicente Guaita
194,,,49413,-0.5,0.0,0,James,0.0,147,,,44,0.0,Tomkins,0.1,31,0,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,173,175,163,464,174,,,31,Crystal Palace,James Tomkins
195,,,50471,1.3,1.8,1,James,1.8,148,,,46,2.6,McArthur,3.8,31,18,0.4,3.9,McArthur,601,0,1,2,9,0,0,0,2,0,0,1,111.8,95.1,47.0,25.4,32,50,82,109,56,,,31,Crystal Palace,James McArthur
196,,,54861,1.0,1.5,1,Christian,1.5,149,,,63,1.9,Benteke,0.8,31,13,0.2,2.1,Benteke,383,0,1,2,5,0,0,0,1,0,0,0,53.4,74.0,74.0,19.5,28,17,32,152,30,,,31,Crystal Palace,Christian Benteke
197,,,55037,1.5,2.0,0,Cheikhou,2.0,150,,,45,2.8,Kouyaté,0.8,31,17,0.4,3.8,Kouyaté,435,0,0,2,8,0,0,0,0,0,0,1,64.2,6.2,6.0,7.6,85,101,96,289,99,,,31,Crystal Palace,Cheikhou Kouyaté
198,,,58786,-0.5,0.0,0,Martin,0.0,151,,,39,0.0,Kelly,1.0,31,0,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,141,143,120,409,143,,,31,Crystal Palace,Martin Kelly
199,100.0,100.0,66975,1.0,1.5,2,Luka,1.5,152,,2021-08-13T13:00:14.777540Z,54,2.0,Milivojevic,0.0,31,6,0.3,1.1,Milivojevic,184,0,0,1,2,0,0,0,0,0,0,0,14.8,34.9,9.0,5.9,138,107,155,314,143,2.0,,31,Crystal Palace,Luka Milivojevic
200,,,80146,1.3,1.8,1,Jordan,1.8,153,,,59,1.7,Ayew,0.5,31,12,0.3,2.0,Ayew,514,0,0,2,10,0,0,0,0,0,0,0,52.2,87.2,137.0,27.7,29,13,22,87,21,4.0,,31,Crystal Palace,Jordan Ayew
201,,,82403,5.5,6.0,2,Wilfried,6.0,154,,,69,4.4,Zaha,7.0,31,31,0.9,4.5,Zaha,630,2,1,2,11,0,0,0,1,0,0,3,141.2,149.3,164.0,45.4,23,24,28,33,22,1.0,,31,Crystal Palace,Wilfried Zaha
202,100.0,100.0,86417,1.3,1.8,6,Jeffrey,1.8,155,,2021-09-10T13:30:16.079290Z,54,2.4,Schlupp,0.0,31,12,0.3,2.2,Schlupp,148,1,0,1,3,0,0,0,0,0,0,0,36.4,14.8,51.0,10.2,116,145,77,255,118,,,31,Crystal Palace,Jeffrey Schlupp
203,,,105666,-0.5,0.0,0,Jack,0.0,156,,,44,0.0,Butland,0.4,31,0,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,34,30,470,53,,,31,Crystal Palace,Jack Butland
204,,,173954,-0.3,0.2,0,Jairo,0.2,157,,,48,1.5,Riedewald,0.0,31,3,0.0,0.6,Riedewald,101,0,0,0,5,0,0,0,0,0,0,0,10.6,26.7,2.0,3.9,148,128,168,336,152,,,31,Crystal Palace,Jairo Riedewald
205,,,185478,-0.5,0.0,0,Jarosław,0.0,158,,,44,0.0,Jach,0.0,31,0,0.0,0.0,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,179,180,170,476,180,,,31,Crystal Palace,Jarosław Jach
206,,,231747,-0.5,0.0,0,Jean-Philippe,0.0,159,,,53,1.0,Mateta,0.1,31,1,0.0,0.2,Mateta,56,0,0,0,2,0,0,0,0,0,0,0,6.4,1.3,0.0,0.8,41,51,73,382,49,,,31,Crystal Palace,Jean-Philippe Mateta
207,0.0,0.0,232413,0.0,0.0,0,Eberechi,0.0,160,Achilles injury - Unknown return date,2021-06-22T11:30:10.551607Z,59,0.0,Eze,0.0,31,0,0.0,0.0,Eze,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,246,246,246,604,246,,,31,Crystal Palace,Eberechi Eze
208,0.0,0.0,232423,0.0,0.0,0,Nathan,0.0,161,Achilles injury - Expected back 27 Nov,2021-06-22T11:30:10.567164Z,45,0.0,Ferguson,0.0,31,0,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,195,195,189,524,195,,,31,Crystal Palace,Nathan Ferguson
209,,,244723,2.0,2.5,1,Tyrick,2.5,162,,,45,2.6,Mitchell,0.7,31,18,0.6,4.0,Mitchell,630,0,0,2,11,0,0,0,0,0,0,0,123.8,69.5,8.0,20.2,31,27,89,140,41,,,31,Crystal Palace,Tyrick Mitchell
210,,,108413,-0.5,0.0,0,Will,0.0,386,,,48,0.0,Hughes,0.0,31,0,0.0,0.0,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,220,223,218,558,221,,,31,Crystal Palace,Will Hughes
211,100.0,100.0,443661,1.7,2.2,7,Michael,2.2,464,,2021-08-08T17:30:05.380772Z,54,3.0,Olise,0.0,31,9,0.4,1.7,Olise,49,1,0,0,1,0,0,0,0,0,0,1,40.6,28.2,47.0,11.5,108,124,83,243,112,,,31,Crystal Palace,Michael Olise
212,,,55494,1.7,2.2,1,Joel,2.2,474,,,45,2.3,Ward,0.3,31,16,0.5,3.6,Ward,630,0,0,2,11,0,0,0,2,0,0,0,128.0,32.0,39.0,19.9,27,54,47,144,43,,,31,Crystal Palace,Joel Ward
213,,,209036,2.0,2.5,1,Marc,2.5,477,,,45,2.6,Guéhi,0.4,31,18,0.6,4.0,Guéhi,630,0,0,2,11,0,0,0,0,0,0,0,113.6,16.9,29.0,16.0,38,79,59,189,60,,,31,Crystal Palace,Marc Guéhi
214,,,174874,2.0,2.5,0,Joachim,2.5,488,,,45,2.4,Andersen,0.5,31,17,0.6,3.8,Andersen,573,0,0,2,9,0,0,0,2,0,0,1,103.6,49.5,14.0,16.7,46,35,75,183,58,,,31,Crystal Palace,Joachim Andersen
215,,,57328,-0.5,0.0,0,Nathaniel,0.0,493,,,44,0.0,Clyne,0.1,31,0,0.0,0.0,Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,174,176,164,465,175,,,31,Crystal Palace,Nathaniel Clyne
216,,,223824,-0.5,0.0,0,Reece,0.0,540,,,40,0.0,Hannam,0.1,31,0,0.0,0.0,Hannam,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,152,154,135,435,154,,,31,Crystal Palace,Reece Hannam
217,,,450542,-0.5,0.0,0,Jesurun,0.0,541,,,45,1.0,Rak-Sakyi,0.0,31,1,0.0,0.2,Rak-Sakyi,13,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0.0,0.6,181,160,204,387,178,,,31,Crystal Palace,Jesurun Rak-Sakyi
218,,,448482,-0.5,0.0,0,Robert,0.0,542,,,45,0.0,Street,1.4,31,0,0.0,0.0,Street,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,66,67,62,540,68,,,31,Crystal Palace,Robert Street
219,,,462831,-0.5,0.0,0,Scott,0.0,543,,,45,0.0,Banks,0.0,31,0,0.0,0.0,Banks,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,212,215,207,546,213,,,31,Crystal Palace,Scott Banks
220,,,169593,-0.5,0.0,0,Remi,0.0,561,,,40,0.0,Matthews,0.2,31,0,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,20,16,428,39,,,31,Crystal Palace,Remi Matthews
221,,,199670,3.7,4.2,2,Odsonne,4.2,586,,,65,4.2,Edouard,2.7,31,17,0.6,2.6,Edouard,186,2,0,1,4,0,0,0,0,0,0,3,83.2,36.1,102.0,22.1,18,30,27,129,28,,,31,Crystal Palace,Odsonne Edouard
222,0.0,0.0,41823,0.0,0.0,0,Fabian,0.0,163,Shoulder injury - Expected back 01 Nov,2021-08-27T10:30:07.874741Z,44,1.0,Delph,0.4,11,1,0.0,0.2,Delph,7,0,0,0,0,0,0,0,0,0,0,0,7.2,0.0,0.0,0.7,157,185,173,385,176,,,11,Everton,Fabian Delph
223,,,55422,0.0,0.0,0,Gylfi,0.0,164,,,68,0.0,Sigurdsson,0.9,11,0,0.0,0.0,Sigurdsson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,250,250,250,611,250,,,11,Everton,Gylfi Sigurdsson
224,50.0,0.0,59949,0.2,0.0,0,Seamus,0.5,165,Hamstring injury - 50% chance of playing,2021-09-18T22:30:08.449290Z,49,3.5,Coleman,0.4,11,14,0.1,2.9,Coleman,360,0,1,1,4,0,0,0,1,0,0,1,49.2,35.0,11.0,9.5,99,50,83,261,86,,,11,Everton,Seamus Coleman
225,0.0,0.0,60025,0.0,0.0,0,James,0.0,166,Transferred to Al Rayyan,2021-08-13T12:30:05.505615Z,69,0.0,Rodríguez,0.6,11,0,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,251,251,251,612,251,,,11,Everton,James Rodríguez
226,0.0,0.0,100649,0.0,0.0,0,Bernard,0.0,167,Transferred to Sharjah FC,2021-07-23T21:30:09.841847Z,55,0.0,Anício Caldeira Duarte,0.0,11,0,0.0,0.0,Bernard,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,240,241,238,597,240,,,11,Everton,Bernard Duarte
227,100.0,100.0,101188,2.0,2.0,2,Lucas,2.0,168,,2021-09-21T23:00:10.881697Z,53,2.3,Digne,8.5,11,16,0.4,3.0,Digne,630,0,0,2,8,1,0,0,2,0,0,0,92.6,191.3,41.0,32.6,53,4,46,62,8,,,11,Everton,Lucas Digne
228,,,106611,5.0,5.0,2,Michael,5.0,169,,,50,4.1,Keane,2.9,11,29,1.0,5.8,Keane,630,1,0,2,8,0,0,0,0,0,0,3,167.6,42.1,70.0,28.1,6,39,19,84,18,,,11,Everton,Michael Keane
229,100.0,100.0,111234,3.0,3.0,3,Jordan,3.0,170,,2021-09-18T22:30:08.463937Z,50,3.5,Pickford,5.2,11,21,0.6,4.2,Pickford,540,0,0,2,5,0,0,0,1,0,19,0,118.2,13.0,0.0,13.1,16,4,58,227,16,,,11,Everton,Jordan Pickford
230,,,119765,3.0,3.0,2,Allan,3.0,171,,,46,3.4,Marques Loureiro,6.9,11,24,0.7,5.2,Allan,612,0,2,2,7,0,0,0,0,0,0,2,122.6,67.9,11.0,20.1,27,71,143,143,70,,,11,Everton,Allan Loureiro
231,50.0,0.0,120250,0.2,0.0,0,André Filipe,0.5,172,Calf injury - 50% chance of playing,2021-09-21T23:00:10.902216Z,49,1.0,Tavares Gomes,0.1,11,3,0.1,0.6,André Gomes,65,0,0,0,3,0,0,0,0,0,0,0,6.6,17.8,50.0,7.4,161,139,78,298,133,,,11,Everton,André Gomes
232,,,121599,7.0,7.0,5,Abdoulaye,7.0,173,,,56,6.1,Doucouré,6.3,11,43,1.3,7.7,Doucouré,630,2,4,2,8,0,0,0,3,0,0,8,224.2,98.4,168.0,49.1,3,49,27,23,16,,,11,Everton,Abdoulaye Doucouré
233,75.0,50.0,153133,1.1,0.8,0,Alex,1.5,174,Knock - 75% chance of playing,2021-10-01T11:30:11.102544Z,59,2.2,Iwobi,0.2,11,13,0.3,2.2,Iwobi,284,0,1,1,5,0,0,0,0,0,0,0,54.0,93.4,62.0,21.0,95,52,63,136,67,,,11,Everton,Alex Iwobi
234,100.0,100.0,164511,2.8,2.8,2,Yerry,2.8,175,,2021-08-28T18:30:11.724622Z,49,2.0,Mina,0.5,11,12,0.6,2.4,Mina,457,0,0,1,7,0,0,0,1,0,0,0,96.8,1.4,27.0,12.5,49,114,62,231,75,,,11,Everton,Yerry Mina
235,,,173807,0.8,0.8,1,Tom,0.8,176,,,49,1.0,Davies,0.1,11,3,0.2,0.6,Davies,34,0,0,0,0,0,0,0,0,0,0,0,2.8,4.2,18.0,2.5,173,161,132,352,160,,,11,Everton,Tom Davies
236,50.0,0.0,177815,0.0,0.0,0,Dominic,0.0,177,Muscle injury - 50% chance of playing,2021-08-28T08:00:13.898378Z,80,7.7,Calvert-Lewin,3.7,11,23,0.0,2.9,Calvert-Lewin,248,3,0,1,3,0,0,0,0,0,0,5,118.4,39.8,178.0,33.7,11,28,18,59,17,1.0,,11,Everton,Dominic Calvert-Lewin
237,,,194164,0.0,0.0,0,Mason,0.0,178,,,43,4.0,Holgate,0.6,11,8,0.0,1.9,Holgate,180,0,0,1,1,0,0,0,0,0,0,0,38.6,0.6,0.0,3.9,111,125,157,335,118,,,11,Everton,Mason Holgate
238,100.0,100.0,198826,2.5,2.5,2,Ben,2.5,179,,2021-08-27T10:30:07.903227Z,48,2.5,Godfrey,0.5,11,10,0.5,2.1,Godfrey,319,0,0,1,5,0,0,0,1,0,0,0,60.8,39.4,49.0,15.0,87,41,34,205,68,,,11,Everton,Ben Godfrey
239,50.0,0.0,212319,0.2,0.0,0,Richarlison,0.5,180,Knee injury - 50% chance of playing,2021-09-18T22:30:08.476564Z,74,4.0,de Andrade,4.3,11,16,0.1,2.2,Richarlison,348,1,1,1,4,0,0,0,2,0,0,3,86.4,74.9,113.0,27.4,16,16,25,91,22,2.0,,11,Everton,Richarlison Andrade
240,0.0,0.0,222627,0.0,0.0,0,João,0.0,181,Joined Sporting Lisbon on a season-long loan - Expected back 01 Jul,2021-08-25T16:30:13.873098Z,40,0.0,Virgínia,1.3,11,0,0.0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,22,18,434,41,,,11,Everton,João Virgínia
241,,,40349,0.2,0.2,0,Asmir,0.2,481,,,40,1.0,Begović,3.5,11,1,0.0,0.2,Begović,90,0,0,0,3,0,0,0,0,0,1,0,10.4,0.0,0.0,1.0,25,12,8,376,25,,,11,Everton,Asmir Begović
242,,,60252,8.5,8.5,10,Andros,8.5,482,,,56,6.1,Townsend,6.4,11,43,1.5,7.7,Townsend,519,3,2,2,6,0,0,0,1,0,0,8,223.8,183.3,130.0,53.7,4,8,35,20,13,4.0,,11,Everton,Andros Townsend
243,,,172632,4.2,4.2,2,Demarai,4.2,484,,,58,5.1,Gray,19.1,11,36,0.7,6.2,Gray,593,3,1,2,8,0,0,0,0,0,0,2,169.4,129.6,194.0,49.4,13,30,22,22,15,5.0,,11,Everton,Demarai Gray
244,,,153673,0.2,0.2,0,Jonjoe,0.2,502,,,45,1.0,Kenny,0.1,11,1,0.0,0.2,Kenny,10,0,0,0,0,0,0,0,0,0,0,0,2.2,0.1,0.0,0.2,137,142,184,402,139,,,11,Everton,Jonjoe Kenny
245,,,232826,0.8,0.8,2,Anthony,0.8,503,,,45,1.0,Gordon,0.1,11,4,0.2,0.9,Gordon,104,0,0,0,2,0,0,0,1,0,0,0,14.2,29.2,2.0,4.5,140,120,167,330,149,,,11,Everton,Anthony Gordon
246,100.0,100.0,160987,0.0,0.0,0,Jean-Philippe,0.0,504,,2021-09-24T14:00:16.728848Z,45,0.0,Gbamin,0.0,11,0,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,188,192,181,500,190,,,11,Everton,Jean-Philippe Gbamin
247,,,480455,0.0,0.0,0,Jarrad,0.0,544,,,40,0.0,Branthwaite,0.2,11,0,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,164,166,147,453,166,,,11,Everton,Jarrad Branthwaite
248,0.0,0.0,173818,0.0,0.0,0,Nathan,0.0,545,Joined Sunderland on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.709913Z,45,0.0,Broadhead,0.0,11,0,0.0,0.0,Broadhead,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,59,54,502,60,,,11,Everton,Nathan Broadhead
249,0.0,0.0,242058,0.0,0.0,0,Moise,0.0,564,Joined Juventus on a two-year loan deal,2021-08-31T10:00:10.305929Z,60,1.0,Kean,0.0,11,1,0.0,0.2,Kean,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,83,82,81,606,83,,,11,Everton,Moise Kean
250,0.0,0.0,495542,0.0,0.0,0,Niels,0.0,570,Joined Standard Liege on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:10.373641Z,40,0.0,Nkounkou,0.0,11,0,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,167,169,151,456,169,,,11,Everton,Niels Nkounkou
251,,,11948,0.0,0.0,0,Andy,0.0,571,,,40,0.0,Lonergan,0.1,11,0,0.0,0.0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,6,2,412,27,,,11,Everton,Andy Lonergan
252,,,57134,1.8,1.8,2,Salomón,1.8,591,,,60,1.8,Rondón,0.2,11,7,0.3,1.2,Rondón,251,0,0,2,1,0,0,0,0,0,0,0,2.6,38.4,69.0,10.9,47,29,33,248,39,,,11,Everton,Salomón Rondón
253,,,218997,0.0,0.0,0,Ellis,0.0,602,,,45,0.0,Simms,0.1,11,0,0.0,0.0,Simms,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,62,57,518,63,,,11,Everton,Ellis Simms
254,,,461421,1.0,1.0,1,Lewis,1.0,607,,,45,1.0,Dobbin,0.2,11,2,0.2,0.4,Dobbin,2,0,0,0,0,0,0,0,0,0,0,0,2.2,0.6,0.0,0.3,49,52,64,397,53,,,11,Everton,Lewis Dobbin
255,,,491556,1.1,1.1,0,Charlie,0.0,613,,,45,0.0,Whitaker,0.0,11,0,0.0,0.0,Whitaker,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,216,219,213,551,217,,,11,Everton,Charlie Whitaker
256,,,17745,1.5,2.0,1,Kasper,2.0,200,,,51,3.0,Schmeichel,18.4,13,21,0.4,4.1,Schmeichel,630,0,0,1,12,0,0,0,0,0,23,2,182.8,0.0,0.0,18.4,4,62,61,166,5,,,13,Leicester City,Kasper Schmeichel
257,75.0,25.0,37642,-0.2,0.1,0,Jonny,0.2,201,Illness - 75% chance of playing,2021-09-29T19:00:16.299442Z,54,1.0,Evans,0.1,13,1,0.0,0.2,Evans,29,0,0,0,1,0,0,0,0,0,0,0,11.4,0.3,2.0,1.4,130,136,117,373,131,,,13,Leicester City,Jonny Evans
258,,,51938,0.3,0.8,1,Marc,0.8,202,,,54,3.3,Albrighton,0.2,13,10,0.1,1.9,Albrighton,190,1,0,0,2,0,0,0,1,0,0,1,50.6,41.9,19.0,11.1,100,99,130,245,113,,,13,Leicester City,Marc Albrighton
259,25.0,25.0,86881,-0.1,0.0,0,Nampalys,0.0,203,Groin Injury - 25% chance of playing,2021-08-26T10:30:10.154751Z,44,0.0,Mendy,1.8,13,0,0.0,0.0,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,183,186,174,469,185,,,13,Leicester City,Nampalys Mendy
260,,,95463,-0.5,0.0,0,Danny,0.0,204,,,40,0.0,Ward,5.0,13,0,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,35,16,12,423,35,,,13,Leicester City,Danny Ward
261,,,101668,6.7,7.2,8,Jamie,7.2,205,,,105,6.9,Vardy,14.0,13,48,0.7,4.6,Vardy,620,6,1,1,11,1,0,0,1,0,0,10,232.0,87.7,319.0,63.9,2,12,2,7,3,1.0,,13,Leicester City,Jamie Vardy
262,0.0,0.0,106837,0.0,0.0,0,Dennis,0.0,206,Joined Torino on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:06.668904Z,49,0.0,Praet,0.0,13,0,0.0,0.0,Praet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,224,227,222,565,225,,,13,Leicester City,Dennis Praet
263,100.0,100.0,111931,-0.3,0.2,0,Ricardo Domingos,0.2,207,,2021-08-28T18:30:11.796475Z,55,3.2,Barbosa Pereira,3.3,13,16,0.0,2.9,Pereira,325,0,2,1,8,0,0,0,1,0,0,3,92.2,68.2,14.0,17.5,54,28,77,176,54,,,13,Leicester City,Ricardo Pereira
264,,,155569,-0.5,0.0,0,Daniel,0.0,208,,,40,2.7,Amartey,11.8,13,8,0.0,2.0,Amartey,270,0,0,1,5,0,0,0,0,0,0,0,47.4,12.3,0.0,5.9,103,91,129,313,107,,,13,Leicester City,Daniel Amartey
265,100.0,100.0,166477,0.7,1.2,1,Timothy,1.2,209,,2021-08-12T15:30:12.093309Z,53,1.4,Castagne,0.6,13,7,0.2,1.3,Castagne,326,0,0,0,4,0,0,0,0,0,0,0,62.6,22.2,6.0,9.1,86,70,99,265,89,,,13,Leicester City,Timothy Castagne
266,,,166989,3.3,3.8,1,Youri,3.8,210,,,64,3.9,Tielemans,4.3,13,27,0.6,4.2,Tielemans,630,1,2,1,12,0,0,0,1,0,0,2,184.2,158.9,116.0,46.0,8,18,39,30,20,2.0,,13,Leicester City,Youri Tielemans
267,100.0,100.0,168580,-0.5,0.0,0,Ayoze,0.0,211,,2021-08-23T22:30:06.073371Z,58,0.5,Pérez,0.1,13,1,0.0,0.2,Pérez,100,0,0,1,4,0,0,0,0,1,0,0,7.2,47.1,10.0,6.0,158,92,150,312,142,5.0,,13,Leicester City,Ayoze Pérez
268,100.0,100.0,172780,0.7,1.2,1,James,1.2,212,,2021-08-14T18:00:10.043619Z,67,1.7,Maddison,4.1,13,12,0.2,1.8,Maddison,375,0,0,1,7,0,0,0,0,0,0,0,29.2,55.0,60.0,14.5,122,83,68,210,96,4.0,,13,Leicester City,James Maddison
269,,,173515,3.3,3.8,9,Kelechi,3.8,213,,,70,2.6,Iheanacho,2.4,13,18,0.5,2.6,Iheanacho,180,1,1,0,2,0,0,0,0,0,0,3,67.6,64.7,62.0,19.3,24,21,38,156,31,3.0,,13,Leicester City,Kelechi Iheanacho
270,,,197469,-0.3,0.2,1,Hamza,0.2,214,,,45,1.0,Choudhury,0.1,13,1,0.0,0.2,Choudhury,59,0,0,0,0,0,0,0,0,0,0,0,15.4,1.6,0.0,1.7,136,173,186,369,169,,,13,Leicester City,Hamza Choudhury
271,,,201666,1.7,2.2,4,Harvey,2.2,215,,,67,2.3,Barnes,3.8,13,16,0.3,2.4,Barnes,542,0,1,1,10,0,0,0,2,0,0,0,55.4,101.9,211.0,36.8,89,46,14,53,33,,,13,Leicester City,Harvey Barnes
272,25.0,25.0,203341,0.2,0.3,0,Wilfred,1.2,216,Hamstring injury - 25% chance of playing,2021-10-01T17:00:11.278141Z,49,2.0,Ndidi,1.2,13,12,0.2,2.4,Ndidi,540,0,0,1,10,0,0,0,1,0,0,0,101.0,17.8,25.0,14.4,43,140,119,211,97,,,13,Leicester City,Wilfred Ndidi
273,,,218031,0.5,1.0,1,Çaglar,1.0,217,,,49,1.7,Söyüncü,2.3,13,12,0.2,2.4,Söyüncü,630,0,0,1,12,0,0,0,1,0,0,0,150.4,4.5,4.0,15.9,13,103,107,190,61,,,13,Leicester City,Çaglar Söyüncü
274,0.0,0.0,220627,0.0,0.0,0,James,0.0,218,Knee injury - Expected back 30 Oct,2021-06-22T11:30:10.582426Z,49,0.0,Justin,0.0,13,0,0.0,0.0,Justin,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,205,205,204,569,205,,,13,Leicester City,James Justin
275,,,244619,-0.5,0.0,0,Luke,0.0,219,,,45,3.0,Thomas,0.7,13,9,0.0,2.0,Thomas,270,0,0,1,5,0,0,0,0,0,0,1,55.6,17.6,0.0,7.4,93,77,192,297,103,,,13,Leicester City,Luke Thomas
